EU-1-04-273,"{'status': 'ACTIVE', 'name': 'Lysodren', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/273', 'active_substance': 'Mitotane', 'market_auth_holder': 'HRA Pharma Rare Diseases', 'atc_code': 'L01XX23'}"
EU-1-04-274,"{'status': 'ACTIVE', 'name': 'VELCADE', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/274', 'active_substance': 'bortezomib', 'market_auth_holder': 'Janssen-Cilag International NV', 'atc_code': 'L01XG01'}"
EU-1-04-275,"{'status': 'ACTIVE', 'name': 'Litak', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/275', 'active_substance': 'Cladribine', 'market_auth_holder': 'Lipomed GmbH', 'atc_code': 'L01BB04'}"
EU-1-98-091,"{'status': 'ACTIVE', 'name': 'Kinzalmono', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/98/091', 'active_substance': 'telmisartan', 'market_auth_holder': 'Bayer AG', 'atc_code': 'C09CA07'}"
EU-1-04-278,"{'status': 'ACTIVE', 'name': 'Levemir', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/278', 'active_substance': 'insulin detemir', 'market_auth_holder': 'Novo Nordisk A/S', 'atc_code': 'A10AE05'}"
EU-1-04-276,"{'status': 'ACTIVE', 'name': 'Abilify', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/276', 'active_substance': 'aripiprazole', 'market_auth_holder': 'Otsuka Pharmaceutical Netherlands B.V.', 'atc_code': 'N05AX12'}"
EU-1-04-277,"{'status': 'ACTIVE', 'name': 'TachoSil', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/277', 'active_substance': 'Human Fibrinogen / Human Thrombin', 'market_auth_holder': 'Corza Medical GmbH', 'atc_code': 'B02BC30'}"
EU-1-04-281,"{'status': 'ACTIVE', 'name': 'Erbitux', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/281', 'active_substance': 'cetuximab', 'market_auth_holder': 'Merck Europe B.V.'}"
EU-1-04-282,"{'status': 'ACTIVE', 'name': 'Telzir', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/282', 'active_substance': 'Fosamprenavir', 'market_auth_holder': 'ViiV Healthcare BV', 'atc_code': 'J05AE07'}"
EU-1-04-279,"{'status': 'ACTIVE', 'name': 'Lyrica', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/279', 'active_substance': 'pregabalin', 'market_auth_holder': 'Upjohn EESV', 'atc_code': 'N03AX16'}"
EU-1-04-280,"{'status': 'ACTIVE', 'name': 'Yentreve', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/280', 'active_substance': 'duloxetine hydrochloride', 'market_auth_holder': 'Eli Lilly Nederland B.V.', 'atc_code': 'N06AX21'}"
EU-1-04-284,"{'status': 'ACTIVE', 'name': 'Pedea', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/284', 'active_substance': 'Ibuprofen', 'market_auth_holder': 'Recordati Rare Diseases', 'atc_code': 'C01EB16'}"
EU-1-04-285,"{'status': 'ACTIVE', 'name': 'Apidra', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/285', 'active_substance': 'Insulin glulisine', 'market_auth_holder': 'Sanofi-Aventis Deutschland GmbH', 'atc_code': 'A10AB06'}"
EU-1-04-286,"{'status': 'ACTIVE', 'name': 'Wilzin', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/286', 'active_substance': 'Zinc acetate dihydrate', 'market_auth_holder': 'Recordati Rare Diseases', 'atc_code': 'A16AX05'}"
EU-1-04-290,"{'status': 'ACTIVE', 'name': 'Alimta', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/290', 'active_substance': 'pemetrexed', 'market_auth_holder': 'Eli Lilly Nederland B.V.', 'atc_code': 'L01BA04'}"
EU-1-04-292,"{'status': 'ACTIVE', 'name': 'Mimpara', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/292', 'active_substance': 'Cinacalcet', 'market_auth_holder': 'Amgen Europe B.V.', 'atc_code': 'H05BX01'}"
EU-1-04-294,"{'status': 'ACTIVE', 'name': 'Emselex', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/294', 'active_substance': 'darifenacin hydrobromide', 'market_auth_holder': 'zr pharma&amp; GmbH', 'atc_code': 'G04BD10'}"
EU-1-04-295,"{'status': 'ACTIVE', 'name': 'Xagrid', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/295', 'active_substance': 'anagrelide', 'market_auth_holder': 'Takeda Pharmaceuticals International AG Ireland Branch', 'atc_code': 'L01XX35'}"
EU-1-04-296,"{'status': 'ACTIVE', 'name': 'Cymbalta', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/296', 'active_substance': 'duloxetine hydrochloride', 'market_auth_holder': 'Eli Lilly Nederland B.V.', 'atc_code': 'N06AX21'}"
EU-1-04-298,"{'status': 'ACTIVE', 'name': 'Kivexa', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/298', 'active_substance': 'abacavir / Lamivudine', 'market_auth_holder': 'ViiV Healthcare BV', 'atc_code': 'J05AR02'}"
EU-1-04-299,"{'status': 'ACTIVE', 'name': 'Fendrix', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/299', 'active_substance': 'Hepatitis B (rDNA) vaccine (adjuvanted, adsorbed)', 'market_auth_holder': 'GlaxoSmithKline Biologicals S.A.', 'atc_code': 'J07BC01'}"
EU-1-04-300,"{'status': 'ACTIVE', 'name': 'Avastin', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/300', 'active_substance': 'bevacizumab', 'market_auth_holder': 'Roche Registration GmbH', 'atc_code': 'L01XC07'}"
EU-1-04-302,"{'status': 'ACTIVE', 'name': 'Prialt', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/302', 'active_substance': 'ziconotide', 'market_auth_holder': 'Esteve Pharmaceuticals GmbH', 'atc_code': 'N02BG08'}"
EU-1-04-303,"{'status': 'ACTIVE', 'name': 'Orfadin', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/303', 'active_substance': 'Nitisinone', 'market_auth_holder': 'Swedish Orphan Biovitrum International AB', 'atc_code': 'A16AX04'}"
EU-1-04-305,"{'status': 'ACTIVE', 'name': 'Truvada', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/305', 'active_substance': 'emtricitabine / tenofovir disoproxil fumarate', 'market_auth_holder': 'Gilead Sciences Ireland UC', 'atc_code': 'J05AR03'}"
EU-1-04-304,"{'status': 'ACTIVE', 'name': 'Azilect', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/304', 'active_substance': 'rasagiline', 'market_auth_holder': 'Teva B.V.', 'atc_code': 'N04BD02'}"
EU-1-04-306,"{'status': 'ACTIVE', 'name': 'Aloxi', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/306', 'active_substance': 'Palonosetron', 'market_auth_holder': 'Helsinn Birex Pharmaceuticals Ltd', 'atc_code': 'A04AA05'}"
EU-1-04-307,"{'status': 'ACTIVE', 'name': 'Zonegran', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/04/307', 'active_substance': 'zonisamide', 'market_auth_holder': 'Amdipharm Limited', 'atc_code': 'N03AX15'}"
EU-1-05-308,"{'status': 'ACTIVE', 'name': 'Aclasta', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/308', 'active_substance': 'zoledronic acid', 'market_auth_holder': 'Novartis Europharm Limited', 'atc_code': 'M05BA08'}"
EU-1-05-310,"{'status': 'ACTIVE', 'name': 'Fosavance', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/310', 'active_substance': 'Alendronate Sodium / Colecalciferol', 'market_auth_holder': 'N.V. Organon', 'atc_code': 'M05BB03'}"
EU-1-05-311,"{'status': 'ACTIVE', 'name': 'Tarceva', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/311', 'active_substance': 'Erlotinib', 'market_auth_holder': 'Roche Registration GmbH', 'atc_code': 'L01EB02'}"
EU-1-05-312,"{'status': 'ACTIVE', 'name': 'Xyrem', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/312', 'active_substance': 'Sodium oxybate', 'market_auth_holder': 'UCB Pharma S.A.', 'atc_code': 'N07XX04'}"
EU-1-05-315,"{'status': 'ACTIVE', 'name': 'APTIVUS', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/315', 'active_substance': 'Tipranavir', 'market_auth_holder': 'Boehringer Ingelheim International GmbH', 'atc_code': 'J05AE09'}"
EU-1-05-316,"{'status': 'ACTIVE', 'name': 'Procoralan', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/316', 'active_substance': 'Ivabradine', 'market_auth_holder': 'Les Laboratoires Servier', 'atc_code': 'C01EB17'}"
EU-1-05-317,"{'status': 'ACTIVE', 'name': 'Corlentor', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/317', 'active_substance': 'Ivabradine', 'market_auth_holder': 'Les Laboratoires Servier', 'atc_code': 'C01EB17'}"
EU-1-05-320,"{'status': 'ACTIVE', 'name': 'Noxafil', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/320', 'active_substance': 'Posaconazole', 'market_auth_holder': 'Merck Sharp &amp; Dohme B.V.', 'atc_code': 'J02AC04'}"
EU-1-05-319,"{'status': 'ACTIVE', 'name': 'Xolair', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/319', 'active_substance': 'omalizumab', 'market_auth_holder': 'Novartis Europharm Limited', 'atc_code': 'R03DX05'}"
EU-1-05-318,"{'status': 'ACTIVE', 'name': 'Revatio', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/318', 'active_substance': 'sildenafil', 'market_auth_holder': 'Upjohn EESV', 'atc_code': 'G04BE03'}"
EU-1-05-322,"{'status': 'ACTIVE', 'name': 'Yttriga', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/322', 'active_substance': 'Yttrium (<sup>90</sup>Y) Chloride', 'market_auth_holder': 'Eckert &amp; Ziegler Radiopharma GmbH', 'atc_code': 'V10X'}"
EU-1-05-323,"{'status': 'ACTIVE', 'name': 'ProQuad', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/323', 'active_substance': 'Measles, Mumps, Rubella and Varicella Vaccine (Live)', 'market_auth_holder': 'Merck Sharp &amp; Dohme B.V.', 'atc_code': 'J07BD54'}"
EU-1-05-324,"{'status': 'ACTIVE', 'name': 'Naglazyme', 'orphan_status': 'h', 'status_type': 'a', 'eu_num': 'EU/1/05/324', 'active_substance': 'galsulfase', 'market_auth_holder': 'BioMarin International Limited', 'atc_code': 'A16AB08'}"
